id_interaksi,id_mahasiswa,id_konten,waktu_akses,durasi_tonton,feedback,device,status
INT2610,MHS152,KNT084,2024-11-21 19:19:51,45,Kurang,Tablet,Selesai
INT2611,MHS135,KNT073,2025-01-10 05:10:50,44,Sangat Membantu,Tablet,Belum Selesai
INT2612,MHS278,KNT051,2025-04-27 15:24:14,69,Bermanfaat,Tablet,Belum Selesai
INT2613,MHS188,KNT022,2025-03-02 11:50:40,93,Sangat Membantu,Laptop,Selesai
INT2614,MHS233,KNT107,2025-05-05 07:16:08,20,Kurang,HP,Selesai
INT2615,MHS001,KNT095,2025-05-12 23:17:47,40,Bermanfaat,Laptop,Belum Selesai
INT2616,MHS260,KNT047,2024-12-23 00:46:08,113,Sangat Membantu,Tablet,Selesai
INT2617,MHS195,KNT101,2025-05-16 14:46:41,95,Kurang,Tablet,Belum Selesai
INT2618,MHS095,KNT097,2025-04-24 15:12:41,78,Bermanfaat,HP,Belum Selesai
INT2619,MHS010,KNT147,2025-05-01 05:07:41,66,Sangat Membantu,Tablet,Selesai
INT2620,MHS187,KNT058,2024-11-23 15:30:11,85,Kurang,Tablet,Selesai
INT2621,MHS123,KNT006,2025-03-30 05:52:48,111,Kurang,HP,Belum Selesai
INT2622,MHS165,KNT006,2025-01-12 02:34:26,32,Sangat Membantu,Tablet,Belum Selesai
INT2623,MHS033,KNT143,2025-01-30 03:02:37,68,Bermanfaat,HP,Selesai
INT2624,MHS276,KNT166,2024-12-15 17:19:14,42,Bermanfaat,Tablet,Belum Selesai
INT2625,MHS199,KNT157,2025-04-09 03:47:25,95,Kurang,HP,Belum Selesai
INT2626,MHS098,KNT161,2025-04-28 14:02:31,53,Sangat Membantu,HP,Belum Selesai
INT2627,MHS269,KNT059,2025-03-21 06:35:24,12,Sangat Membantu,HP,Belum Selesai
INT2628,MHS255,KNT023,2025-03-22 23:31:27,108,Kurang,HP,Belum Selesai
INT2629,MHS283,KNT119,2025-02-22 20:12:46,47,Kurang,HP,Selesai
INT2630,MHS079,KNT051,2025-04-26 08:06:31,24,Sangat Membantu,Laptop,Belum Selesai
INT2631,MHS145,KNT068,2025-03-27 12:37:03,110,Sangat Membantu,HP,Selesai
INT2632,MHS166,KNT180,2025-03-15 01:37:53,96,Bermanfaat,Tablet,Belum Selesai
INT2633,MHS210,KNT044,2025-03-09 07:25:41,31,Bermanfaat,HP,Belum Selesai
INT2634,MHS165,KNT013,2024-11-20 12:22:58,113,Sangat Membantu,Laptop,Selesai
INT2635,MHS057,KNT103,2025-02-07 04:28:23,98,Kurang,Tablet,Selesai
INT2636,MHS050,KNT159,2025-03-02 04:26:48,108,Sangat Membantu,Laptop,Belum Selesai
INT2637,MHS268,KNT110,2025-01-02 00:34:16,33,Sangat Membantu,HP,Selesai
INT2638,MHS035,KNT154,2024-12-26 09:12:51,94,Kurang,Tablet,Belum Selesai
INT2639,MHS023,KNT067,2025-01-17 19:43:58,99,Sangat Membantu,Laptop,Selesai
INT2640,MHS067,KNT039,2025-03-09 18:02:01,11,Kurang,Tablet,Belum Selesai
INT2641,MHS092,KNT023,2025-04-19 02:47:22,115,Kurang,Tablet,Selesai
INT2642,MHS017,KNT095,2025-02-21 06:00:59,104,Sangat Membantu,Laptop,Selesai
INT2643,MHS104,KNT044,2025-05-04 06:04:28,27,Sangat Membantu,Laptop,Selesai
INT2644,MHS055,KNT146,2025-03-04 00:24:23,114,Sangat Membantu,Tablet,Selesai
INT2645,MHS249,KNT031,2025-02-16 23:46:58,67,Sangat Membantu,Tablet,Selesai
INT2646,MHS099,KNT004,2024-12-31 03:59:48,98,Kurang,HP,Selesai
INT2647,MHS051,KNT184,2025-02-17 02:50:03,55,Bermanfaat,Tablet,Belum Selesai
INT2648,MHS017,KNT135,2025-01-22 18:52:38,43,Kurang,HP,Selesai
INT2649,MHS293,KNT112,2025-04-03 23:46:33,109,Kurang,Laptop,Belum Selesai
INT2650,MHS199,KNT198,2025-03-24 00:47:26,89,Sangat Membantu,Tablet,Belum Selesai
INT2651,MHS251,KNT117,2025-01-31 08:08:33,113,Bermanfaat,Laptop,Selesai
INT2652,MHS270,KNT173,2024-11-24 13:56:16,25,Bermanfaat,Tablet,Belum Selesai
INT2653,MHS132,KNT127,2025-05-12 08:01:56,7,Bermanfaat,HP,Selesai
INT2654,MHS026,KNT031,2024-12-27 19:02:28,75,Kurang,Tablet,Belum Selesai
INT2655,MHS188,KNT058,2025-05-05 21:14:36,55,Sangat Membantu,Tablet,Selesai
INT2656,MHS114,KNT183,2025-02-11 13:55:47,48,Kurang,Tablet,Belum Selesai
INT2657,MHS037,KNT053,2025-03-26 13:55:22,59,Bermanfaat,Tablet,Selesai
INT2658,MHS007,KNT049,2025-01-23 18:50:58,91,Bermanfaat,Laptop,Belum Selesai
INT2659,MHS107,KNT069,2025-02-01 17:48:37,65,Sangat Membantu,HP,Belum Selesai
INT2660,MHS252,KNT074,2025-02-04 08:57:58,49,Kurang,HP,Selesai
INT2661,MHS041,KNT192,2025-02-06 19:48:53,101,Kurang,Tablet,Belum Selesai
INT2662,MHS240,KNT127,2025-02-05 05:03:40,55,Sangat Membantu,Laptop,Selesai
INT2663,MHS032,KNT098,2025-05-16 12:39:43,55,Kurang,HP,Selesai
INT2664,MHS185,KNT034,2025-04-24 06:07:24,14,Bermanfaat,Tablet,Belum Selesai
INT2665,MHS286,KNT111,2025-05-12 19:41:38,72,Sangat Membantu,HP,Selesai
INT2666,MHS213,KNT053,2025-04-23 09:25:23,98,Kurang,HP,Selesai
INT2667,MHS189,KNT154,2024-11-26 21:29:36,41,Kurang,Tablet,Belum Selesai
INT2668,MHS030,KNT056,2025-02-18 09:36:11,41,Kurang,HP,Belum Selesai
INT2669,MHS137,KNT073,2025-03-28 21:04:24,94,Sangat Membantu,Laptop,Selesai
INT2670,MHS271,KNT187,2025-04-28 08:24:51,29,Kurang,Laptop,Selesai
INT2671,MHS021,KNT174,2025-04-01 12:54:56,94,Sangat Membantu,Laptop,Selesai
INT2672,MHS037,KNT049,2024-12-15 16:46:31,114,Sangat Membantu,Tablet,Belum Selesai
INT2673,MHS156,KNT108,2025-02-27 02:06:06,75,Bermanfaat,HP,Selesai
INT2674,MHS040,KNT047,2024-12-24 08:13:42,55,Bermanfaat,Tablet,Belum Selesai
INT2675,MHS111,KNT105,2024-12-22 21:14:54,17,Kurang,Tablet,Belum Selesai
INT2676,MHS266,KNT038,2025-01-25 06:59:32,21,Sangat Membantu,Laptop,Selesai
INT2677,MHS050,KNT008,2025-03-16 18:36:25,46,Sangat Membantu,HP,Selesai
INT2678,MHS052,KNT075,2025-01-29 15:34:00,101,Kurang,HP,Belum Selesai
INT2679,MHS119,KNT068,2024-11-29 07:23:30,106,Kurang,Tablet,Belum Selesai
INT2680,MHS273,KNT061,2024-12-02 05:24:10,79,Bermanfaat,Laptop,Selesai
INT2681,MHS198,KNT159,2025-03-29 21:07:34,115,Kurang,Laptop,Selesai
INT2682,MHS098,KNT116,2025-01-06 01:09:58,108,Kurang,Tablet,Belum Selesai
INT2683,MHS099,KNT064,2025-03-08 06:13:35,11,Bermanfaat,HP,Belum Selesai
INT2684,MHS270,KNT095,2025-01-15 02:49:57,113,Kurang,Laptop,Selesai
INT2685,MHS128,KNT150,2025-01-07 01:17:32,95,Bermanfaat,Tablet,Belum Selesai
INT2686,MHS292,KNT176,2025-04-21 22:39:56,43,Kurang,HP,Belum Selesai
INT2687,MHS092,KNT166,2024-12-01 01:04:58,63,Bermanfaat,Tablet,Selesai
INT2688,MHS286,KNT118,2025-04-11 03:37:22,88,Kurang,HP,Belum Selesai
INT2689,MHS286,KNT022,2025-02-15 22:33:01,25,Kurang,Tablet,Belum Selesai
INT2690,MHS213,KNT003,2025-03-19 16:09:46,78,Sangat Membantu,Laptop,Belum Selesai
INT2691,MHS055,KNT121,2025-04-15 07:02:36,22,Sangat Membantu,Tablet,Belum Selesai
INT2692,MHS296,KNT035,2025-04-25 10:38:05,61,Bermanfaat,Tablet,Selesai
INT2693,MHS184,KNT083,2025-05-01 10:18:24,94,Kurang,HP,Selesai
INT2694,MHS235,KNT178,2024-11-30 18:03:11,66,Bermanfaat,HP,Selesai
INT2695,MHS219,KNT102,2024-12-01 09:31:21,42,Sangat Membantu,Tablet,Belum Selesai
INT2696,MHS054,KNT176,2024-12-31 16:32:07,119,Bermanfaat,Laptop,Belum Selesai
INT2697,MHS086,KNT055,2025-01-20 04:46:34,23,Kurang,HP,Selesai
INT2698,MHS093,KNT183,2024-12-11 16:21:42,31,Sangat Membantu,Laptop,Selesai
INT2699,MHS282,KNT099,2025-04-03 17:31:52,32,Sangat Membantu,Tablet,Selesai
INT2700,MHS206,KNT182,2025-03-20 13:21:54,107,Kurang,HP,Belum Selesai
INT2701,MHS259,KNT109,2025-04-05 09:37:56,100,Bermanfaat,HP,Belum Selesai
INT2702,MHS173,KNT189,2025-05-14 14:57:34,30,Kurang,Tablet,Selesai
INT2703,MHS081,KNT153,2025-01-06 16:20:30,99,Bermanfaat,Tablet,Belum Selesai
INT2704,MHS274,KNT066,2025-04-18 17:54:41,88,Kurang,Tablet,Selesai
INT2705,MHS227,KNT019,2025-04-08 20:34:49,6,Kurang,HP,Belum Selesai
INT2706,MHS181,KNT025,2025-04-08 15:45:32,51,Kurang,HP,Belum Selesai
INT2707,MHS162,KNT143,2025-01-06 22:01:16,97,Kurang,Laptop,Selesai
INT2708,MHS282,KNT016,2024-12-28 10:31:07,114,Bermanfaat,Tablet,Selesai
INT2709,MHS167,KNT014,2024-12-11 08:30:00,78,Bermanfaat,Tablet,Belum Selesai
INT2710,MHS191,KNT086,2025-04-26 00:05:40,18,Sangat Membantu,HP,Belum Selesai
INT2711,MHS212,KNT061,2025-05-03 21:08:49,91,Bermanfaat,Laptop,Selesai
INT2712,MHS221,KNT121,2025-05-03 00:53:08,105,Bermanfaat,Tablet,Selesai
INT2713,MHS166,KNT091,2024-11-27 20:32:40,114,Sangat Membantu,Tablet,Selesai
INT2714,MHS124,KNT156,2025-02-26 11:58:33,23,Sangat Membantu,Tablet,Belum Selesai
INT2715,MHS289,KNT172,2025-02-23 10:59:19,53,Bermanfaat,HP,Selesai
INT2716,MHS280,KNT154,2024-11-28 05:32:31,59,Bermanfaat,Laptop,Selesai
INT2717,MHS110,KNT182,2025-05-02 17:49:47,91,Bermanfaat,Tablet,Selesai
INT2718,MHS193,KNT192,2025-04-24 15:24:41,112,Sangat Membantu,Laptop,Belum Selesai
INT2719,MHS282,KNT012,2025-03-06 20:00:36,26,Bermanfaat,Tablet,Belum Selesai
INT2720,MHS131,KNT002,2024-12-31 10:56:16,12,Bermanfaat,HP,Belum Selesai
INT2721,MHS185,KNT065,2025-05-05 11:16:37,17,Sangat Membantu,Tablet,Selesai
INT2722,MHS232,KNT130,2024-12-28 09:28:42,50,Sangat Membantu,Laptop,Selesai
INT2723,MHS230,KNT159,2025-05-04 08:28:06,65,Kurang,Laptop,Selesai
INT2724,MHS204,KNT098,2024-11-20 13:39:03,27,Sangat Membantu,Tablet,Belum Selesai
INT2725,MHS001,KNT078,2025-01-12 02:41:42,11,Kurang,Laptop,Selesai
INT2726,MHS018,KNT102,2024-12-09 09:43:24,20,Bermanfaat,Tablet,Selesai
INT2727,MHS146,KNT172,2025-02-17 08:47:08,70,Sangat Membantu,HP,Selesai
INT2728,MHS009,KNT095,2025-02-20 15:47:09,88,Sangat Membantu,Tablet,Selesai
INT2729,MHS266,KNT034,2025-02-27 16:11:31,48,Bermanfaat,Laptop,Belum Selesai
INT2730,MHS070,KNT144,2024-11-28 02:05:08,80,Bermanfaat,Tablet,Selesai
INT2731,MHS155,KNT011,2024-12-29 22:23:27,60,Sangat Membantu,Laptop,Selesai
INT2732,MHS004,KNT149,2025-01-08 05:33:54,24,Kurang,Laptop,Selesai
INT2733,MHS154,KNT046,2025-01-27 15:01:06,85,Kurang,Tablet,Belum Selesai
INT2734,MHS114,KNT067,2025-02-07 00:05:36,97,Bermanfaat,Laptop,Selesai
INT2735,MHS110,KNT044,2024-12-09 14:52:47,56,Sangat Membantu,Laptop,Belum Selesai
INT2736,MHS162,KNT129,2024-12-22 16:15:23,36,Kurang,Laptop,Selesai
INT2737,MHS012,KNT127,2025-02-08 01:41:06,9,Sangat Membantu,Tablet,Belum Selesai
INT2738,MHS142,KNT087,2025-01-13 02:19:17,20,Sangat Membantu,HP,Selesai
INT2739,MHS284,KNT120,2025-03-26 11:49:34,35,Bermanfaat,Tablet,Belum Selesai
INT2740,MHS262,KNT034,2025-04-16 19:45:00,55,Sangat Membantu,Laptop,Selesai
INT2741,MHS285,KNT023,2024-11-19 01:16:45,67,Bermanfaat,HP,Belum Selesai
INT2742,MHS293,KNT082,2025-02-23 16:55:05,43,Kurang,Laptop,Belum Selesai
INT2743,MHS293,KNT182,2024-12-20 10:42:33,93,Bermanfaat,Laptop,Selesai
INT2744,MHS080,KNT136,2025-04-30 20:02:57,81,Bermanfaat,HP,Selesai
INT2745,MHS049,KNT111,2024-12-12 12:02:29,27,Sangat Membantu,Tablet,Belum Selesai
INT2746,MHS020,KNT037,2025-05-09 22:11:38,88,Kurang,Tablet,Belum Selesai
INT2747,MHS236,KNT067,2025-04-04 17:41:25,100,Bermanfaat,Tablet,Selesai
INT2748,MHS183,KNT030,2025-05-03 19:25:10,53,Sangat Membantu,HP,Selesai
INT2749,MHS080,KNT081,2025-03-08 22:59:26,104,Bermanfaat,HP,Belum Selesai
INT2750,MHS071,KNT012,2025-03-11 06:12:31,93,Bermanfaat,HP,Selesai
INT2751,MHS136,KNT033,2025-01-08 06:45:34,106,Bermanfaat,Tablet,Belum Selesai
INT2752,MHS188,KNT128,2024-12-08 17:23:38,90,Kurang,HP,Belum Selesai
INT2753,MHS299,KNT072,2024-12-01 17:32:37,89,Sangat Membantu,Laptop,Selesai
INT2754,MHS128,KNT192,2025-04-07 04:33:33,16,Kurang,HP,Belum Selesai
INT2755,MHS120,KNT093,2025-03-02 06:21:18,104,Sangat Membantu,Laptop,Belum Selesai
INT2756,MHS132,KNT111,2025-01-03 07:02:48,64,Kurang,Laptop,Belum Selesai
INT2757,MHS154,KNT073,2025-05-02 10:44:41,115,Bermanfaat,HP,Belum Selesai
INT2758,MHS048,KNT068,2025-03-19 18:27:07,109,Sangat Membantu,HP,Belum Selesai
INT2759,MHS293,KNT157,2025-04-23 14:47:16,88,Kurang,Laptop,Selesai
INT2760,MHS205,KNT195,2025-04-12 08:30:50,53,Kurang,Tablet,Selesai
INT2761,MHS292,KNT068,2025-05-09 14:18:25,40,Bermanfaat,HP,Belum Selesai
INT2762,MHS112,KNT133,2024-12-03 12:41:44,85,Bermanfaat,HP,Selesai
INT2763,MHS040,KNT081,2024-12-01 19:38:54,88,Kurang,HP,Belum Selesai
INT2764,MHS167,KNT112,2025-03-04 21:28:26,61,Sangat Membantu,Laptop,Belum Selesai
INT2765,MHS248,KNT043,2025-03-26 15:30:50,52,Kurang,Laptop,Selesai
INT2766,MHS089,KNT081,2025-02-28 23:49:52,6,Kurang,HP,Selesai
INT2767,MHS250,KNT189,2025-04-13 23:46:42,20,Kurang,HP,Belum Selesai
INT2768,MHS296,KNT126,2024-12-04 07:12:41,19,Sangat Membantu,Laptop,Selesai
INT2769,MHS049,KNT196,2025-02-13 13:08:50,15,Kurang,Laptop,Selesai
INT2770,MHS154,KNT039,2025-04-27 01:58:18,20,Kurang,HP,Belum Selesai
INT2771,MHS020,KNT143,2024-11-21 20:14:30,67,Kurang,Tablet,Belum Selesai
INT2772,MHS296,KNT169,2025-04-04 06:18:34,87,Sangat Membantu,Tablet,Belum Selesai
INT2773,MHS196,KNT163,2025-03-04 18:39:25,90,Bermanfaat,Laptop,Selesai
INT2774,MHS041,KNT113,2024-11-27 00:04:40,70,Bermanfaat,HP,Selesai
INT2775,MHS029,KNT014,2025-05-11 17:35:15,33,Kurang,HP,Selesai
INT2776,MHS172,KNT049,2025-03-08 23:58:04,7,Bermanfaat,Laptop,Belum Selesai
INT2777,MHS179,KNT039,2025-03-14 06:59:52,80,Kurang,Tablet,Selesai
INT2778,MHS223,KNT014,2025-05-03 05:39:07,78,Bermanfaat,HP,Belum Selesai
INT2779,MHS214,KNT059,2025-01-09 14:23:00,78,Sangat Membantu,Laptop,Belum Selesai
INT2780,MHS062,KNT047,2024-12-15 17:23:33,66,Bermanfaat,Tablet,Selesai
INT2781,MHS117,KNT010,2025-04-14 14:38:52,40,Bermanfaat,Laptop,Selesai
INT2782,MHS006,KNT121,2025-04-08 17:40:43,93,Sangat Membantu,Tablet,Selesai
INT2783,MHS196,KNT067,2025-05-04 18:47:59,100,Bermanfaat,Laptop,Selesai
INT2784,MHS028,KNT042,2025-02-16 22:53:22,17,Kurang,Tablet,Belum Selesai
INT2785,MHS157,KNT181,2025-03-03 18:10:26,106,Sangat Membantu,HP,Selesai
INT2786,MHS269,KNT120,2024-12-11 11:52:15,80,Sangat Membantu,Laptop,Selesai
INT2787,MHS022,KNT112,2024-12-05 21:27:03,28,Sangat Membantu,Laptop,Selesai
INT2788,MHS164,KNT030,2025-01-09 11:43:17,54,Sangat Membantu,Laptop,Belum Selesai
INT2789,MHS277,KNT127,2025-05-19 00:26:15,66,Sangat Membantu,Tablet,Belum Selesai
INT2790,MHS290,KNT011,2024-12-10 01:38:14,87,Sangat Membantu,Laptop,Selesai
INT2791,MHS077,KNT114,2025-02-18 11:36:54,94,Kurang,Laptop,Selesai
INT2792,MHS168,KNT092,2024-12-22 09:02:04,60,Bermanfaat,HP,Belum Selesai
INT2793,MHS258,KNT182,2025-01-25 22:27:13,43,Kurang,HP,Belum Selesai
INT2794,MHS114,KNT144,2025-05-08 08:56:56,78,Sangat Membantu,HP,Selesai
INT2795,MHS079,KNT125,2025-03-26 15:39:04,21,Bermanfaat,Laptop,Belum Selesai
INT2796,MHS026,KNT118,2025-02-28 02:35:43,17,Sangat Membantu,Tablet,Selesai
INT2797,MHS202,KNT127,2025-01-09 22:17:32,46,Sangat Membantu,Tablet,Belum Selesai
INT2798,MHS229,KNT029,2025-03-19 06:42:43,13,Bermanfaat,HP,Selesai
INT2799,MHS295,KNT185,2025-02-22 20:34:31,96,Kurang,Laptop,Selesai
INT2800,MHS259,KNT038,2025-01-06 12:27:40,115,Sangat Membantu,Laptop,Selesai
INT2801,MHS047,KNT032,2024-11-30 14:04:05,106,Bermanfaat,Laptop,Selesai
INT2802,MHS114,KNT090,2025-05-14 20:31:42,73,Bermanfaat,Tablet,Selesai
INT2803,MHS222,KNT024,2025-02-24 08:25:10,28,Bermanfaat,Tablet,Selesai
INT2804,MHS149,KNT053,2025-01-27 07:25:11,56,Sangat Membantu,HP,Selesai
INT2805,MHS202,KNT073,2025-02-28 11:15:25,109,Sangat Membantu,Laptop,Belum Selesai
INT2806,MHS076,KNT047,2024-12-17 18:47:05,94,Sangat Membantu,Tablet,Selesai
INT2807,MHS068,KNT044,2025-04-14 11:24:14,7,Sangat Membantu,Laptop,Selesai
INT2808,MHS173,KNT192,2024-12-22 14:21:25,55,Sangat Membantu,HP,Belum Selesai
INT2809,MHS043,KNT131,2025-03-29 12:19:27,76,Sangat Membantu,Laptop,Selesai
INT2810,MHS244,KNT070,2025-01-16 02:40:37,109,Kurang,Tablet,Belum Selesai
INT2811,MHS293,KNT145,2025-04-20 17:40:13,73,Sangat Membantu,Laptop,Selesai
INT2812,MHS026,KNT170,2025-02-12 21:13:04,105,Sangat Membantu,Tablet,Belum Selesai
INT2813,MHS281,KNT150,2025-03-03 18:49:28,108,Bermanfaat,HP,Belum Selesai
INT2814,MHS205,KNT055,2025-01-19 10:37:04,72,Sangat Membantu,Tablet,Belum Selesai
INT2815,MHS135,KNT150,2025-04-01 21:12:59,67,Bermanfaat,Laptop,Belum Selesai
INT2816,MHS044,KNT002,2025-05-06 19:22:00,13,Sangat Membantu,HP,Selesai
INT2817,MHS205,KNT135,2025-04-16 12:01:34,71,Kurang,Tablet,Selesai
INT2818,MHS257,KNT197,2025-05-19 15:27:34,112,Sangat Membantu,Laptop,Selesai
INT2819,MHS223,KNT147,2025-04-03 00:44:33,79,Sangat Membantu,Tablet,Belum Selesai
INT2820,MHS067,KNT047,2025-03-24 13:11:49,73,Sangat Membantu,Laptop,Selesai
INT2821,MHS070,KNT107,2025-04-09 10:20:09,96,Kurang,HP,Belum Selesai
INT2822,MHS247,KNT020,2025-03-02 07:00:27,109,Kurang,Laptop,Belum Selesai
INT2823,MHS287,KNT064,2024-12-31 12:00:43,106,Kurang,Tablet,Belum Selesai
INT2824,MHS102,KNT197,2025-02-05 15:05:49,88,Bermanfaat,Laptop,Selesai
INT2825,MHS250,KNT128,2025-03-04 05:49:26,20,Sangat Membantu,Tablet,Selesai
INT2826,MHS203,KNT174,2024-12-18 18:43:21,101,Kurang,Laptop,Belum Selesai
INT2827,MHS293,KNT025,2025-05-03 21:52:11,101,Bermanfaat,HP,Selesai
INT2828,MHS101,KNT085,2025-03-03 19:39:24,31,Kurang,HP,Selesai
INT2829,MHS288,KNT007,2024-12-26 19:27:00,89,Bermanfaat,Laptop,Belum Selesai
INT2830,MHS269,KNT073,2025-01-03 08:03:35,119,Kurang,HP,Belum Selesai
INT2831,MHS127,KNT175,2025-05-05 14:33:45,20,Bermanfaat,Tablet,Selesai
INT2832,MHS125,KNT175,2025-01-13 21:25:06,28,Kurang,Laptop,Selesai
INT2833,MHS037,KNT032,2025-02-17 12:10:02,115,Kurang,Tablet,Belum Selesai
INT2834,MHS137,KNT101,2024-11-30 03:33:17,81,Sangat Membantu,Tablet,Belum Selesai
INT2835,MHS221,KNT096,2024-11-26 07:20:50,93,Bermanfaat,Laptop,Belum Selesai
INT2836,MHS166,KNT152,2025-03-25 08:20:27,28,Sangat Membantu,Laptop,Selesai
INT2837,MHS295,KNT028,2025-04-01 03:56:29,5,Bermanfaat,HP,Selesai
INT2838,MHS046,KNT083,2025-05-18 01:19:47,76,Kurang,Laptop,Belum Selesai
INT2839,MHS058,KNT040,2024-12-31 17:50:55,62,Sangat Membantu,Tablet,Selesai
INT2840,MHS212,KNT008,2024-12-04 12:27:52,107,Kurang,Laptop,Belum Selesai
INT2841,MHS217,KNT021,2025-04-13 00:03:31,45,Kurang,Tablet,Selesai
INT2842,MHS188,KNT118,2024-11-25 06:17:23,20,Bermanfaat,HP,Belum Selesai
INT2843,MHS179,KNT182,2025-05-09 16:49:32,10,Kurang,HP,Belum Selesai
INT2844,MHS098,KNT169,2025-01-26 09:06:17,21,Sangat Membantu,Tablet,Selesai
INT2845,MHS165,KNT123,2025-05-09 21:17:24,78,Sangat Membantu,Tablet,Selesai
INT2846,MHS177,KNT117,2025-05-10 15:15:44,31,Bermanfaat,HP,Belum Selesai
INT2847,MHS013,KNT161,2024-12-24 21:41:38,88,Kurang,HP,Belum Selesai
INT2848,MHS157,KNT069,2025-02-19 10:30:43,25,Sangat Membantu,Laptop,Selesai
INT2849,MHS087,KNT153,2025-05-09 18:39:52,16,Kurang,Tablet,Selesai
INT2850,MHS180,KNT169,2025-03-11 23:15:32,76,Sangat Membantu,Tablet,Selesai
INT2851,MHS227,KNT002,2025-05-13 16:37:18,37,Bermanfaat,Laptop,Selesai
INT2852,MHS075,KNT085,2025-04-09 02:09:42,113,Kurang,HP,Selesai
INT2853,MHS226,KNT012,2025-05-16 14:32:48,101,Kurang,Laptop,Selesai
INT2854,MHS023,KNT168,2025-02-23 13:16:51,9,Bermanfaat,HP,Belum Selesai
INT2855,MHS120,KNT160,2025-03-07 11:16:41,15,Sangat Membantu,Laptop,Selesai
INT2856,MHS103,KNT116,2025-01-18 22:56:38,20,Bermanfaat,Laptop,Selesai
INT2857,MHS192,KNT084,2025-05-13 17:36:32,69,Sangat Membantu,HP,Selesai
INT2858,MHS080,KNT188,2025-03-28 16:14:22,43,Bermanfaat,Laptop,Belum Selesai
INT2859,MHS044,KNT188,2024-12-28 13:09:17,51,Kurang,HP,Belum Selesai
INT2860,MHS058,KNT146,2025-02-17 18:21:42,74,Sangat Membantu,Laptop,Selesai
INT2861,MHS028,KNT034,2025-02-07 10:34:05,26,Sangat Membantu,HP,Belum Selesai
INT2862,MHS125,KNT055,2025-02-12 22:10:11,59,Sangat Membantu,Laptop,Belum Selesai
INT2863,MHS076,KNT013,2024-12-19 03:01:40,89,Bermanfaat,HP,Belum Selesai
INT2864,MHS148,KNT165,2024-11-19 06:25:31,5,Sangat Membantu,Tablet,Selesai
INT2865,MHS008,KNT073,2024-12-22 05:22:17,36,Kurang,Tablet,Belum Selesai
INT2866,MHS176,KNT083,2025-03-26 03:13:52,43,Kurang,Tablet,Selesai
INT2867,MHS057,KNT015,2024-11-29 12:52:41,10,Kurang,Laptop,Selesai
INT2868,MHS157,KNT191,2024-12-03 07:37:52,71,Kurang,Tablet,Selesai
INT2869,MHS231,KNT019,2025-03-09 03:57:07,120,Bermanfaat,Laptop,Selesai
INT2870,MHS242,KNT141,2025-01-05 17:26:27,105,Bermanfaat,Tablet,Belum Selesai
INT2871,MHS012,KNT155,2025-02-17 19:47:52,42,Kurang,Tablet,Belum Selesai
INT2872,MHS170,KNT098,2025-01-10 18:22:44,89,Kurang,HP,Selesai
INT2873,MHS108,KNT024,2024-12-28 18:28:43,73,Sangat Membantu,Tablet,Belum Selesai
INT2874,MHS276,KNT103,2025-01-14 12:27:28,61,Bermanfaat,Tablet,Selesai
INT2875,MHS109,KNT066,2024-11-25 06:04:28,22,Sangat Membantu,Tablet,Belum Selesai
INT2876,MHS105,KNT046,2025-03-25 13:15:53,78,Kurang,Tablet,Selesai
INT2877,MHS280,KNT062,2025-02-08 18:38:34,67,Sangat Membantu,Tablet,Belum Selesai
INT2878,MHS268,KNT198,2025-02-03 20:50:18,93,Bermanfaat,Tablet,Belum Selesai
INT2879,MHS133,KNT103,2024-12-24 05:07:25,45,Bermanfaat,HP,Belum Selesai
INT2880,MHS281,KNT023,2025-02-20 08:58:25,71,Kurang,Tablet,Selesai
INT2881,MHS248,KNT006,2025-05-12 23:17:41,50,Bermanfaat,Tablet,Belum Selesai
INT2882,MHS073,KNT054,2025-01-15 09:47:50,82,Bermanfaat,Laptop,Belum Selesai
INT2883,MHS010,KNT042,2025-04-13 01:10:55,73,Bermanfaat,HP,Selesai
INT2884,MHS193,KNT100,2025-02-13 15:54:54,70,Kurang,HP,Belum Selesai
INT2885,MHS299,KNT200,2025-01-23 12:57:35,31,Kurang,Laptop,Belum Selesai
INT2886,MHS270,KNT104,2024-12-10 16:07:29,93,Sangat Membantu,HP,Selesai
INT2887,MHS023,KNT073,2025-01-28 06:18:21,17,Sangat Membantu,Laptop,Belum Selesai
INT2888,MHS131,KNT166,2024-12-10 15:10:58,89,Kurang,HP,Selesai
INT2889,MHS088,KNT193,2025-03-17 02:10:13,109,Sangat Membantu,Tablet,Selesai
INT2890,MHS031,KNT168,2025-03-22 20:52:32,10,Bermanfaat,HP,Belum Selesai
INT2891,MHS146,KNT040,2025-02-26 21:42:17,35,Bermanfaat,HP,Selesai
INT2892,MHS103,KNT031,2024-12-04 14:24:18,9,Bermanfaat,HP,Belum Selesai
INT2893,MHS139,KNT077,2025-04-18 22:21:30,29,Kurang,HP,Selesai
INT2894,MHS028,KNT126,2025-04-17 02:27:27,23,Bermanfaat,Laptop,Selesai
INT2895,MHS239,KNT111,2025-04-27 02:23:10,43,Sangat Membantu,HP,Selesai
INT2896,MHS005,KNT189,2025-02-21 00:37:04,114,Bermanfaat,Laptop,Selesai
INT2897,MHS035,KNT080,2025-04-22 19:36:20,111,Bermanfaat,HP,Selesai
INT2898,MHS199,KNT176,2025-04-02 12:26:07,32,Bermanfaat,Laptop,Belum Selesai
INT2899,MHS139,KNT155,2024-11-25 03:42:24,22,Sangat Membantu,HP,Belum Selesai
